nome completo,matrícula,data de entrada,salário
Anthony Miller,2723305838,08/05/71,3378.42
Kristin Cannon,710919780003,27/05/65,5908.39
Jason Harrison,60134605912,28/07/93,5108.95
April Hill,264544250533,12/01/73,9220.54
Samantha Livingston,769736704853,29/12/63,7227.05
Pamela Smith,306166855241,13/04/86,4010.56
Angel Bell,35516927534,27/06/64,3748.05
William Buchanan,701174150238,27/11/98,8864.12
Katherine Jones,832814049236,08/02/64,3372.72
Patricia Johnson,443347973158,02/10/03,9326.96
Adam Jackson,950435527943,13/02/71,3935.04
Philip Gutierrez,404274676151,31/12/77,4805.54
Steven Williams,260157505568,05/02/61,9141.74
Amber James,176296116851,26/01/95,8895.71
Jeremy Ryan,359683414755,04/07/58,5456.51
Nathan Williams MD,351067868891,30/06/86,6203.57
Heather Miller,930762786716,02/11/94,3933.35
Amber Mccormick,305254577148,22/12/01,6618.02
Christine Carter,370801926142,11/06/95,7272.55
Alfred Bradford,886622740126,21/10/72,9521.71
Alice Hurst,671292967620,10/03/99,5097.88
Jessica Fernandez,828410873857,16/12/64,6453.72
Thomas Castro,860810176097,14/05/69,7320.3
Kathy Brady,769584586716,24/05/01,9099.65
Allison Forbes,114661037616,09/12/99,5652.99
Joseph Schultz,474879303430,09/09/90,7431.78
Jonathan Henderson,537990015734,27/12/96,5474.48
Scott Miller,285011669913,26/01/77,7210.85
Richard Kelley,580883907362,06/12/83,7400.78
Troy Santana,197906494785,25/09/77,9139.69
Anita Moreno,227469633104,06/04/76,4830.07
Jacqueline Holt,191313545704,26/04/92,5853.91
Denise Schultz,170988334228,09/12/73,4729.31
Mariah Santana,772207591906,08/01/94,7111.24
Ashley Thomas,876965280872,01/02/76,6141.55
Darren Richardson,13119644987,20/03/80,6650.28
Stacey Grant,858158562763,06/04/04,3360.65
Richard Carter,770450477054,09/10/93,4279.01
Michelle Hall,284067966329,08/04/73,8550.12
Lisa Cobb,603764380033,31/03/64,5222.77
Jeanne Lane,825725343286,05/04/80,5631.54
Geoffrey Mcknight,855496708937,20/09/84,8018.93
Valerie Hall,339581684345,17/06/90,5080.39
John Morgan,685234781817,06/02/85,9918.42
Shawn Casey,699876472750,02/12/69,9342.96
Susan Allen,725845041900,18/03/68,7359.33
Brooke Buchanan,7799929770,10/11/82,9424.19
Angela Johnson,373567682323,29/06/90,3238.42
Jill Jones,539059790688,08/07/64,9683.48
Daniel Nguyen,815867646951,07/06/95,8120.23
Grace Durham,637300919911,25/03/62,6772.79
Christopher Calhoun,895376475525,27/12/97,6370.26
Christine Sullivan,62723700779,13/05/77,6980.25
Katherine Ibarra,161133436806,10/02/64,3233.95
Melissa Sanders,460030331713,27/08/63,3438.1
Holly Fowler,290877693740,15/05/91,6131.73
Travis Salas,64754591331,07/08/03,3926.56
Angela Mann,743621988461,13/03/74,3900.86
Michael Brown,440319449447,22/11/59,8821.46
Mrs. Natalie Hill,886662886425,30/06/04,6470.13
Elizabeth Warren,344100070005,07/08/70,6969.7
Billy Sullivan,117103692718,02/12/67,7661.75
John Zamora,911054744812,21/12/63,4539.55
Kimberly Davis,123313067928,02/06/69,7403.84
Wendy Washington,419316134597,18/04/05,4759.68
Ellen Murray,310817439329,14/07/93,4496.52
Jon Ortega,375974325221,25/08/77,3028.37
Nathan Li,858005299762,26/10/63,3244.34
George Gonzalez,375761546848,28/02/75,4973.44
John Johnson,325367488675,22/04/92,6222.94
Frank Salazar,490967471870,30/04/83,9694.19
Donald Carey,126492726247,05/10/73,3708.36
Craig Lee,851435777817,14/09/65,7967.37
Martin Newman,116835612749,17/12/92,8074.33
David Rivera,853818774195,18/09/99,5810.98
Phyllis Wood,791459754423,01/07/69,3292.82
Valerie Henderson,26134155634,19/07/66,6391.87
Danielle Robinson,708402087933,24/02/89,9766.63
James Henry,198499560606,29/11/91,8377.05
Nicholas Haley,267154479863,06/07/59,4704.63
Nicole Martinez,517947908303,25/05/59,6016.32
Leslie Novak,867749398198,11/01/99,7627.66
Stacy Adams,950078276477,25/08/91,8032.05
Victoria Hernandez,828846244903,05/10/92,6053.42
Karen Alvarez,924919749448,19/02/66,5226.05
Stephanie Gonzalez,613265890288,17/12/98,6722.82
Jennifer Powers,240178060681,01/02/87,3045.19
Paul Sandoval,902913791512,27/03/85,6644.94
Kevin Singleton MD,106169037725,13/05/05,8828.55
Alicia Lowe,215890841081,29/02/72,6947.97
Lee Stout,8995688670,17/03/03,3780.16
Stephanie Garcia,619937269393,23/09/04,9626.82
Debra Neal,97933965708,24/07/95,4972.05
Julie Reed,179246460615,11/06/03,6709.18
Karen Wright,779480298040,04/06/71,4001.79
Christopher Nguyen,384695667240,04/02/76,6260.91
Brian Murray,619239001879,16/09/73,4647.92
Joshua Anderson,936105879116,26/06/69,9565.61
Mr. Michael Bennett,721309919396,10/07/92,5236.25
Heather Chaney,538454254137,06/10/85,4591.97
Kimberly Small,962554550656,08/01/90,3721.15
Pedro Simmons,240065755345,08/02/63,3734.73
Brad Rodriguez,572615691141,27/12/69,3511.14
Michelle Gutierrez,878349185593,16/12/62,9007.21
Bobby Smith,892303602825,09/10/72,7819.57
Patricia Collins,895329080678,17/11/64,3103.87
Pamela Wood,332620469650,07/07/73,7818.19
Katelyn Anderson,32244808104,05/12/87,9445.59
Isaiah Williams,374884639832,17/12/90,9106.69
Kelly Anderson,887244947711,20/07/97,4765.6
Sarah Peterson,442208628418,17/06/93,3163.19
Patricia Gomez,326630989397,10/05/73,3855.87
Wendy Kane,488538731969,26/03/82,9350.4
Alejandra Crosby,554651651896,05/07/75,6649.63
Daniel Mcdowell,844786243044,09/11/79,8670.96
Amy Jackson,392689217475,06/10/79,6323.39
Ian Price,862178411618,27/07/82,5903.2
Hunter Munoz,588973830235,27/06/72,6880.96
Austin Smith,791879781899,27/07/68,6568.96
Jeanette Martinez,734232983518,23/03/59,4466.32
Susan Love,960994381050,17/07/01,8764.46
Rebecca Howard,786504364118,08/05/04,3420.47
Sarah Smith,271628335683,12/10/93,6976.5
Thomas King,95857525749,09/05/68,7890.31
Clayton Mccormick,604138834227,30/11/03,5775.28
Barry White,642100127249,25/02/94,7317.23
Veronica Wallace,9002650604,07/07/95,5775.39
David Owens,71744542358,08/03/88,4152.81
Brian Padilla,434950428802,21/11/00,6257.75
Renee Powell,521327656723,14/08/65,5491.06
Elizabeth Espinoza,87376913926,14/07/02,7032.86
Jonathan Coleman,697067040612,24/08/78,6998.33
Sean Miller DDS,787172139811,09/02/76,7622.1
Joshua Hawkins,243315801109,27/10/72,3646.46
Carla Cantu,539283900162,09/02/77,9633.88
Mallory Smith,121878723333,27/08/75,9527.85
Joel Whitaker,244676269294,30/07/68,5679.47
Erika Garcia,117801862592,26/02/63,7197.89
Courtney Higgins,227595154284,24/06/85,7536.83
Lisa Duffy,849013569077,06/08/79,4883.12
Jordan Wyatt,374447118042,15/02/86,5702.07
Glenn Grimes,111506783502,13/06/90,6538.81
Amber Adams,830466361244,25/10/86,7360.18
Matthew Gay,967856951859,29/07/96,4057.71
Matthew Osborne,874153368034,04/01/89,7366.65
Nicole Thompson,271362584374,12/03/68,5783.54
Jacob Hunter,542142401413,26/03/96,9454.42
Laura Livingston,88817601751,23/11/75,6483.7
Robert Massey,418572982310,21/12/61,4069.7
Rita Flores,988029281690,06/11/02,7058.85
Cody Mcdonald,667411649754,28/08/65,3020.16
Christopher Morrow,652613177676,26/10/87,4892.13
Sheila Peck,925397306641,01/07/98,3370.73
Melinda Gonzales,397200284362,18/07/74,3093.45
Tyler Neal,641163581105,24/09/05,6362.06
Hannah Dixon,116797019985,07/07/74,6229.43
Albert Garza,245215977813,23/12/74,6054.84
Danielle Thomas,92243323099,08/09/78,9541.34
Juan Wilson,639681019755,11/05/89,6033.02
Michael Mills,93606625881,28/03/80,6025.24
Michelle Wright,838853225729,08/01/88,7614.1
David Johnson,378007413837,01/02/64,7281.32
Noah Trujillo,366605906850,21/03/58,3300.69
Anthony Coleman,273275204208,25/01/62,5940.43
Jason Brown,263847629151,09/03/80,9274.65
Seth Russell,529081173110,13/10/89,4082.97
Yvonne Serrano,102500027929,21/04/84,6959.16
Teresa Everett,52539852021,03/06/01,9971.88
Lisa Price,424184858659,10/11/03,6541.84
John Mcintyre,157782326814,14/04/92,3820.71
Jessica Mayer,901935450290,24/10/86,5767.72
William Hernandez,489782273320,20/11/93,9123.99
Jonathan Allen,325060249956,01/10/89,3330.32
Thomas Sanchez,162979905512,01/06/72,9910.4
Robin Todd,774090097490,29/06/90,8760.48
Shane Reed,338545431629,10/12/90,3447.87
William Montgomery,41134919961,01/10/01,3637.83
Andrea Carrillo,53084009376,26/11/03,9977.51
Christopher Dawson,351097383824,20/10/99,3221.23
Troy Spears,406182221610,18/04/61,4504.29
Gwendolyn Washington,305193229810,29/03/04,8113.52
Linda Price,580091188393,08/08/99,6991.04
Albert Nichols,764201718356,02/08/64,4255.42
Holly Collins,121342995899,30/09/02,6111.55
Diana Watson,476979128395,08/09/95,6969.76
Cheryl Phillips,284741374887,11/08/97,6285.22
Thomas Smith,899209078065,26/01/85,4302.85
Lisa Schmidt,688305804830,23/01/61,8704.59
Kevin Carter,616910143471,25/11/67,7725.64
Mary Lee,993862220193,01/07/71,4870.37
Penny Contreras,447008588108,28/02/77,3054.9
Nicole Thompson,588293779576,17/06/74,8004.93
Thomas Gibson,389145139867,30/06/86,6072.19
Alexandra Rogers,775511198443,10/01/74,6105.12
John Reyes Jr.,42456968919,24/06/00,7712.24
Russell Horn,628883131053,24/04/70,5350.89
Robert Kirk,919779513348,11/04/01,4843.6
Crystal Nelson,697271479520,05/08/87,5047.38
Sean Perry,533955782455,31/07/60,6062.41
Hunter Reid,738738269071,13/04/73,9844.23
Alexis Wright,982934729019,02/12/91,5848.54
Stephen Savage,292070630903,30/03/96,5458.11
Stephanie Wood,670848838563,11/08/58,7274.4
Evelyn Clark,500171243568,30/06/76,5583.74
Anthony Graves,358125257949,02/05/59,4800.7
Robert Bender,762964896511,28/07/83,3600.44
Mike Palmer,950924288121,08/12/60,5077.52
Barbara Rodriguez,269546840206,19/12/69,9660.93
Charlene Miller,642532532443,04/01/00,9755.42
Cindy Williams,70931804555,23/11/59,4184.84
Matthew Moore,830494003121,30/03/87,3475.17
Kimberly Curry DVM,329521754443,07/01/99,7692.61
Ariel Peterson,13067549424,15/11/98,8186.49
Angela Harris,823068221519,21/08/89,3526.45
Robert Liu,928577479546,26/12/61,8737.45
Joseph Spears,600016007309,14/06/71,5236.19
Daniel Clay,821573174335,07/05/58,7663.43
Deborah Stewart,53646094625,29/07/90,5234.23
Anne Rodriguez,962706330644,08/12/76,6765.38
Patricia Lambert,577275353706,31/12/89,8175.83
Michael Davis,220310620567,25/01/87,9201.68
David Duncan,968886163542,21/01/98,5237.96
Carmen Thomas,973906901250,23/08/80,7904.43
Barry King MD,686008199209,08/06/60,5509.33
Lucas Morgan,588665831998,29/10/58,9461.98
Barbara Wilson,831120510528,17/07/62,3839.3
Deborah Hardin,170308686895,12/04/03,8107.53
Joseph Reid,418593083922,29/08/91,4311.21
David Rios,163140391326,28/10/88,8871.1
Danielle Woodward,962803278708,08/03/76,4138.89
Kevin Love,833138897871,31/01/72,5285.9
Alexa Clark,86070790008,17/08/80,7870.27
Misty Benson,883527746308,03/05/63,6609.12
Juan Hughes,846415498189,26/08/97,9901.57
Spencer Ramos,85256277504,31/08/94,4369.27
Charlotte Fisher,615764870977,28/05/95,6029.86
Edward Rivera,561137506411,24/03/80,5665.11
Jo Williams,428138322736,24/08/75,6848.98
Jesse Roberts,853681699535,24/09/02,3263.03
Ryan Owens,944407076326,18/03/83,4945.47
Daniel Jones,78631225099,19/03/02,5906.83
Kathryn Ramos,254259017198,16/05/05,7023.71
Samantha Woods,940993288395,19/03/87,8517.36
Thomas Gonzalez,791927968541,06/09/05,7483.31
Mackenzie Martin,773497679535,18/09/95,4166.63
Julie Smith,60141197523,05/01/76,7036.26
Jeremy Kelly,965116764673,14/10/02,6488.81
Jennifer Rodriguez,258044633007,11/06/66,8415.61
Allen Johnson,207997265706,19/11/92,7341.7
John Paul,10002078461,26/12/64,6071.52
Joshua Gilmore,151973945529,05/03/82,4934.17
Eric Kelly,103558406048,12/11/66,3806.64
Eric Wheeler,92397239260,29/06/79,6138.6
Gary Curry,43626196908,04/05/67,7150.89
Tyler Campbell,574036326608,13/08/02,5693.35
Brandon Jones,990037527083,12/02/93,7200.74
Stephanie Graham,977328780408,15/08/84,7007.76
Michelle Olson,869485206815,22/12/64,8294.05
James Wolf,631257130154,17/05/68,9589.76
Donald Morton,365551259159,09/01/84,7077.33
Jordan Woods,794328201986,12/11/91,5101.4
Kristina Mendoza,678270161986,06/09/91,8276.15
Alfred Jackson,942951435490,27/10/95,7422.43
Kristi Gonzalez,442913712088,28/04/59,4297.16
James Rose,966795026398,27/11/74,3981.76
Theresa Snyder,958239016780,20/07/70,9900.19
Christina Rowe,289245660170,26/02/91,6841.49
Michael Warner,29476770608,05/05/92,9753.39
Lisa Daniel,28551610959,20/11/92,8632.1
Julie Taylor,168103918596,20/09/74,3792.32
Shelley Arias,32866132971,18/06/92,7677.64
Robert Odom,127036291564,28/06/72,4543.33
Rhonda Stewart,698675279934,09/01/98,4700.16
Travis Clark,946775889946,01/12/02,9232.05
Sophia Lindsey,714405063146,12/06/93,9937.85
Elizabeth Everett,22691212065,06/09/65,5842.46
Bobby Williams,965100026229,17/03/87,7197.19
Elizabeth Carpenter,360066552800,25/12/62,4598.01
Robert Mitchell,42864585940,17/10/75,8737.62
Donna Roberts,503609959037,18/10/00,8542.66
Kelly Smith,60353750532,04/06/64,3705.33
Kendra Graham,515199834829,26/12/66,9243.15
Joseph Gibbs,218096441819,16/09/67,5993.26
Eric Garcia,30739548794,21/08/04,8313.95
Hailey Richardson,707051149382,01/06/68,7434.36
David Weber,854941920486,02/02/90,5775.39
Gail Pena,230792307583,05/03/75,6951.61
Kimberly Fischer,385680920771,23/09/80,6100.34
Samantha Young,824840356564,04/06/86,3646.24
Peter Cowan,363329690382,10/05/84,7291.32
Brandon Rivera,27531790454,23/12/59,3551.91
Drew Garcia,294353888538,17/02/74,9350.05
George Ramos,734094242575,18/04/68,4051.14
David Lee,77689603854,10/06/86,9339.15
Melvin Parker DDS,432450327317,08/09/96,6015.33
Richard Yang,983644366483,21/10/74,7026.6
Tony Scott,107678723744,02/08/79,7288.46
Julia Huber,488808404354,01/05/90,6237.64
Travis Wright,60306945169,17/07/66,8453.56
Mr. Ronald Sanchez,113217048812,02/01/99,7311.65
Gary Kane,75809735272,15/05/68,6912.05
James Walker,43652028191,28/01/70,4194.35
Teresa Bailey,85111488427,04/09/01,5786.67
Nicholas Long,705579061299,31/08/00,7800.93
Melissa Nguyen,203802858301,13/10/68,3068.05
Beverly Ramos,933512909280,05/06/59,7115.91
Crystal Salazar,263182277058,26/07/84,6154.43
Barbara Mitchell,938143044966,27/12/96,7484.78
Jose Escobar,613313640291,17/11/03,5196.78
Monique Harper,712160373540,13/04/66,9527.37
David Williams,291099037491,07/06/79,6948.64
Laura Carrillo,454909789495,25/07/78,8886.06
Meghan Rodriguez,555425022596,03/12/01,3066.2
Edward Hill,407606055530,11/02/04,5319.82
Danielle Phillips,171469174871,02/04/89,6071.86
John Montoya,494935662836,18/11/04,9316.0
Robert Wells,742871474368,16/01/84,4820.45
Marcus Long,760420789303,16/07/76,7675.92
Laura Perez,69311156940,19/02/65,6472.61
Amanda Chandler,679312947661,21/08/71,5357.08
Kelly Wilson,436009236611,26/06/61,8274.76
David Thomas,533737463342,22/02/98,9917.17
Andrew Martin,771520752925,29/06/90,8315.46
Morgan Jordan,442792681323,14/09/77,9771.43
Jeremy Arroyo,447896770824,13/12/94,7100.98
Travis Gardner,976922306976,25/04/70,7461.2
Nicholas Friedman,627307317034,09/01/95,4634.86
Donna Riley,407658688025,14/02/87,4870.46
Sara Walker,367788239813,07/11/94,5833.35
Jessica Boyd,481327078664,22/02/85,6756.83
Christine Vega,170567135268,22/05/05,3190.65
Brandon Reyes,528027381911,02/01/96,3281.88
Kimberly Spencer,284190569171,06/11/82,3720.45
Michelle Phillips,854823598409,13/06/76,4532.9
Daniel Baird,652011594986,04/09/98,7694.43
Christina Perez,384025840115,02/01/92,7751.08
Justin Good,9075597398,05/02/98,4839.73
Heather Watts,806844397209,22/11/88,8422.5
Pamela Vang,298216040413,20/03/58,5180.09
Scott Raymond,820740565737,22/02/91,4307.89
Nathan Acevedo,641945143240,31/03/95,4131.03
Natalie Cisneros,308781332256,30/01/87,7458.71
Nicole Wood,973986283870,01/02/79,9044.54
Madison Obrien,618865317211,02/01/02,7054.48
Anthony Copeland,401811537222,05/06/62,3802.08
Marc Esparza,660351075683,23/07/82,5796.57
Adam Campbell,774754967373,12/10/72,7294.29
Laura Mcgrath,816342656019,20/07/74,7004.45
Zachary Mitchell,376800730260,04/05/98,7072.02
Crystal Miller,919930683380,29/01/89,8688.33
Angela Brewer,192122375158,22/09/95,7965.63
Bob Smith,478924253723,11/02/76,9909.47
Christine Gillespie,69802083788,08/02/77,8485.81
Kristin Perkins,415376130994,05/10/83,9604.36
Eric Wheeler,175030064046,12/03/87,7690.84
Jane James,738716983782,04/01/98,4632.95
Jesus Alvarado,666588691590,29/05/64,4194.83
Carolyn Williams,486165695963,16/05/91,7924.79
Chase Daniels,58971878256,07/06/65,5589.34
Michael Washington,629111025856,25/01/59,5204.25
Gregory Kennedy,451139093277,06/02/71,3130.8
Matthew Thomas,448018761592,18/07/60,5873.49
David Jackson,238972574208,26/04/66,7533.15
Maxwell Brown,382635400862,16/02/82,6451.83
Brittany Williams,162535043844,17/07/73,8580.87
Mrs. Elizabeth Rowland MD,185307376071,02/02/80,4205.05
Julie Acevedo,322284719629,29/05/67,7430.62
Martin Thomas,605622855101,20/04/87,5303.44
Jerome Leonard,855864084344,19/03/65,4827.06
Wendy Garcia,683953919282,14/03/71,6385.91
Maureen Miller,347006777859,03/07/66,7350.94
Lisa Williams,925465427150,15/06/61,6025.3
Dr. Robert Christensen,454384718566,23/04/73,6922.74
William Leonard DDS,293786474579,05/10/97,5001.71
Ryan Gibson,255582170916,22/03/74,9999.53
Jessica Wilson,882321747854,18/06/71,5820.33
Daniel Kelly,696307360156,19/03/05,6134.58
Harold Thompson,915012443256,26/01/76,3996.71
Andrea Ross,383259351824,29/08/66,8624.1
Marissa Kelley,95065464992,02/05/96,7418.06
Patrick James,643118980995,02/07/84,9272.11
Blake Wells,235403061614,13/09/92,6400.96
Amanda Sharp,716071748055,05/12/04,6039.78
Debra Barron,359504922619,08/12/68,6519.21
Catherine Lawson,730040153398,05/03/69,3623.95
Brian Johnson,209252004376,13/05/80,6454.39
Amber Williams,272097571783,01/05/58,3219.84
Brooke Hodges,703248166735,31/12/03,4962.46
Beth Camacho,783945069830,01/04/96,3641.92
Michael Finley,920723478380,06/02/79,7972.22
Joshua Park,590769235347,12/02/73,6824.11
Mr. Stephen Parker,294474105237,17/11/60,8787.57
Sheila Vincent,349489982068,20/01/93,4235.97
Kimberly Brown,92052021941,13/12/95,8783.92
Brian Kennedy,9200706451,29/09/72,5981.66
Dana Collins,168802198146,28/11/69,4608.55
Troy Robertson,136011950383,13/11/58,5576.85
Hannah Black,39222283621,18/10/80,4090.12
John Bowman,899983481449,31/03/93,9303.53
Andrea Hale,305781400067,31/03/89,7257.58
Marc Lynch,140971214219,12/04/67,4881.65
Matthew Ibarra,633552769681,01/03/86,9339.51
Frank Hill,154428370788,13/11/80,7918.7
Luis Ross,824364817528,11/12/86,6107.91
Gerald Shaw,809980684159,18/06/91,5338.97
Suzanne Davis,321565461222,16/01/88,5311.07
Jason Chavez,70275910389,10/05/81,8080.6
Stanley Griffith,48849170594,17/10/01,6532.08
Steven Hawkins,390364088912,18/06/01,7155.88
Denise Vasquez,894317195921,12/04/62,4492.84
Lisa Carter,8206718532,19/11/88,9938.42
Kyle Cross,117692741381,06/11/77,9902.96
Michael Herring,992737300258,27/03/00,7558.58
Michael Gomez,641565532144,23/06/03,3488.43
Julia Powell,838032005420,05/10/78,8029.7
Tyler Smith,962166329249,11/06/91,4933.37
Melissa Nguyen,69800336110,19/02/66,6952.1
Janet Mercado,706196434129,13/07/00,9634.13
Amber Thomas,210436621096,09/01/63,4333.6
Michael Martinez,805493173019,21/04/79,5315.64
Gina Watson,91239502307,09/02/01,8807.79
Samantha Curtis,663066609184,04/06/04,3121.65
Cassandra Miller,208142121566,13/08/74,6600.39
Kelsey Stevenson,403110116241,01/08/64,5946.62
Sarah Dixon,193392116991,08/02/74,7964.22
Christopher Walton,432726507580,21/10/02,4017.85
Amanda Hayes,47561250191,11/06/90,7138.88
Daniel Buchanan,944277815910,16/12/78,7798.69
Holly Jenkins,135523224878,13/06/77,6218.93
Karla Hill,72292213711,20/11/70,3712.62
Cheryl Bernard,562437746617,16/03/74,9491.34
Jamie Thornton,358634111731,09/07/88,9978.08
Julie Morgan,716355172686,02/01/95,7838.93
Karen Dickson,55348270981,01/06/83,6668.45
Jordan Russell,139199316245,01/10/59,4139.03
Brad Wood,272828575469,20/09/91,9980.26
Matthew Beasley,96713884478,26/09/58,5776.61
Jack Reed,213189064379,08/07/78,6325.81
Pamela Knapp,480683809439,14/11/85,6840.47
Devin Delgado,639260067938,26/05/05,8365.15
Christine Gomez,250557031578,22/08/88,8458.16
Ashley Gonzales,998155649077,09/01/79,8478.71
Brian Robinson,520868658087,21/11/85,3014.61
Tony Carrillo,868255109196,22/09/72,8002.49
Sarah Smith,109436945896,11/08/71,8125.44
Kyle Klein,674508188731,10/10/63,7546.79
Sophia Hall,186978959952,18/09/99,6642.62
Jennifer Le,721475949876,10/10/03,3707.45
Kristina Roberts,154378889420,27/06/58,4566.48
Lisa Cox,822198535736,02/08/01,8691.37
Michael Crawford,240697663506,06/09/67,5008.05
